invoiceID,branch,city,cust_type,gender,type,unit_price,quantity,date,time,payment,cost,rating,gross _ncome
282-35-2475,B,Ismailia,Normal,Female,Sports and travel,93.31,2,3/25/2019,17:53,Cash,186.62,6.3,9.331
283-26-5248,C,Alexandria,Member,Female,Food and beverages,98.52,10,1/30/2019,20:23,eWallet,985.2,4.5,49.26
283-79-9594,B,Ismailia,Normal,Female,Food and beverages,48.51,7,1/25/2019,13:30,Credit card,339.57,5.2,16.9785
284-34-9626,B,Ismailia,Normal,Female,Home and lifestyle,77.04,3,2/11/2019,10:39,Credit card,231.12,7.2,11.556
284-54-4231,C,Alexandria,Member,Male,Sports and travel,80.93,1,1/19/2019,16:08,Credit card,80.93,9,4.0465
285-68-5083,C,Alexandria,Member,Female,Sports and travel,24.74,3,2/15/2019,17:47,Credit card,74.22,10,3.711
286-01-5402,A,Cairo,Normal,Female,Sports and travel,40.23,7,3/30/2019,13:22,Cash,281.61,9.6,14.0805
286-43-6208,C,Alexandria,Normal,Female,Food and beverages,87.8,9,3/16/2019,19:08,Cash,790.2,9.2,39.51
286-62-6248,B,Ismailia,Normal,Male,Fashion accessories,39.21,4,1/16/2019,20:03,Credit card,156.84,9,7.842
286-75-7818,B,Ismailia,Normal,Male,Fashion accessories,69.08,2,1/31/2019,19:48,Credit card,138.16,6.9,6.908
287-21-9091,A,Cairo,Normal,Male,Home and lifestyle,74.67,9,1/22/2019,10:55,eWallet,672.03,9.4,33.6015
287-83-1405,A,Cairo,Normal,Male,Health and beauty,25.43,6,2/12/2019,19:01,eWallet,152.58,7,7.629
288-38-3758,C,Alexandria,Member,Female,Fashion accessories,84.87,3,1/25/2019,18:30,eWallet,254.61,7.4,12.7305
288-62-1085,A,Cairo,Member,Male,Fashion accessories,38.54,5,1/9/2019,13:34,eWallet,192.7,5.6,9.635
289-15-7034,A,Cairo,Member,Male,Sports and travel,82.33,4,1/11/2019,10:37,Credit card,329.32,7.5,16.466
289-65-5721,B,Ismailia,Normal,Female,Fashion accessories,81.37,2,1/26/2019,19:28,Cash,162.74,6.5,8.137
290-68-2984,A,Cairo,Normal,Male,Home and lifestyle,23.75,4,3/16/2019,11:22,Cash,95,5.2,4.75
291-21-5991,B,Ismailia,Member,Male,Health and beauty,61.29,5,3/29/2019,14:28,Cash,306.45,7,15.3225
291-32-1427,B,Ismailia,Member,Male,Fashion accessories,21.94,5,3/5/2019,12:29,eWallet,109.7,5.3,5.485
291-55-6563,A,Cairo,Member,Female,Home and lifestyle,34.42,6,3/30/2019,12:45,eWallet,206.52,7.5,10.326
291-59-1384,B,Ismailia,Normal,Male,Electronic accessories,60.3,1,2/28/2019,17:38,Cash,60.3,6,3.015
296-11-7041,B,Ismailia,Member,Female,Health and beauty,27.07,1,1/12/2019,20:07,Credit card,27.07,5.3,1.3535
299-29-0180,B,Ismailia,Member,Female,Home and lifestyle,52.18,7,3/9/2019,10:54,Cash,365.26,9.3,18.263
299-46-1805,B,Ismailia,Member,Female,Sports and travel,93.72,6,1/15/2019,16:19,Cash,562.32,4.5,28.116
300-71-4605,C,Alexandria,Member,Male,Electronic accessories,86.04,5,2/25/2019,11:24,eWallet,430.2,4.8,21.51
301-11-9629,A,Cairo,Normal,Female,Sports and travel,19.1,7,1/15/2019,10:43,Cash,133.7,9.7,6.685
301-81-8610,B,Ismailia,Member,Male,Fashion accessories,25.42,8,3/19/2019,19:42,Credit card,203.36,6.7,10.168
302-15-2162,C,Alexandria,Member,Male,Health and beauty,46.53,6,3/3/2019,10:54,Credit card,279.18,4.3,13.959
303-96-2227,B,Ismailia,Normal,Female,Home and lifestyle,97.38,10,3/2/2019,17:16,eWallet,973.8,4.4,48.69
305-03-2383,A,Cairo,Normal,Female,Food and beverages,67.1,3,2/15/2019,10:36,Cash,201.3,7.5,10.065
305-14-0245,B,Ismailia,Member,Female,Home and lifestyle,94.49,8,3/3/2019,19:00,eWallet,755.92,7.5,37.796
305-18-3552,B,Ismailia,Member,Male,Home and lifestyle,60.38,10,2/12/2019,16:19,Cash,603.8,6,30.19
305-89-2768,B,Ismailia,Member,Female,Home and lifestyle,21.9,3,1/9/2019,18:43,eWallet,65.7,4.7,3.285
307-04-2070,A,Cairo,Member,Female,Fashion accessories,30.62,1,2/5/2019,14:14,Credit card,30.62,4.1,1.531
307-83-9164,A,Cairo,Member,Male,Home and lifestyle,60.01,4,1/25/2019,15:54,Cash,240.04,4.5,12.002
307-85-2293,B,Ismailia,Normal,Male,Home and lifestyle,50.28,5,3/7/2019,13:58,eWallet,251.4,9.7,12.57
308-39-1707,A,Cairo,Normal,Female,Fashion accessories,12.09,1,1/26/2019,18:19,Credit card,12.09,8.2,0.6045
308-47-4913,A,Cairo,Member,Female,Sports and travel,52.26,10,3/9/2019,12:45,Credit card,522.6,6.2,26.13
308-81-0538,A,Cairo,Normal,Female,Fashion accessories,73.05,4,2/25/2019,17:16,Credit card,292.2,4.9,14.61
311-13-6971,B,Ismailia,Member,Male,Sports and travel,31.99,10,2/20/2019,15:18,Credit card,319.9,9.9,15.995
313-66-9943,B,Ismailia,Member,Female,Food and beverages,29.15,3,3/27/2019,20:29,Credit card,87.45,7.3,4.3725
314-23-4520,C,Alexandria,Member,Male,Health and beauty,81.23,7,1/15/2019,20:44,Cash,568.61,9,28.4305
315-22-5665,C,Alexandria,Normal,Female,Home and lifestyle,73.56,10,2/24/2019,11:38,eWallet,735.6,8,36.78
316-01-3952,A,Cairo,Normal,Female,Food and beverages,54.27,5,3/13/2019,14:16,eWallet,271.35,4.6,13.5675
316-55-4634,B,Ismailia,Member,Male,Food and beverages,80.05,5,1/26/2019,12:45,Credit card,400.25,9.4,20.0125
316-66-3011,A,Cairo,Member,Female,Food and beverages,47.63,9,1/23/2019,12:35,Cash,428.67,5,21.4335
316-68-6352,A,Cairo,Member,Female,Food and beverages,36.36,2,1/21/2019,10:00,Cash,72.72,7.1,3.636
318-12-0304,A,Cairo,Normal,Male,Fashion accessories,30.61,1,1/23/2019,12:20,eWallet,30.61,5.2,1.5305
318-68-5053,B,Ismailia,Normal,Female,Health and beauty,76.99,6,2/27/2019,17:55,Cash,461.94,6.1,23.097
318-81-2368,C,Alexandria,Normal,Female,Electronic accessories,46.2,1,3/19/2019,12:16,Cash,46.2,6.3,2.31
319-50-3348,B,Ismailia,Normal,Female,Home and lifestyle,40.3,2,3/11/2019,15:30,eWallet,80.6,4.4,4.03
319-74-2561,A,Cairo,Member,Female,Electronic accessories,94.64,3,2/21/2019,16:55,Cash,283.92,5.5,14.196
320-32-8842,C,Alexandria,Member,Female,Food and beverages,22.62,1,3/17/2019,18:58,Cash,22.62,6.4,1.131
320-49-6392,C,Alexandria,Normal,Female,Electronic accessories,30.24,1,3/4/2019,15:44,Cash,30.24,8.4,1.512
320-85-2052,B,Ismailia,Normal,Female,Sports and travel,34.81,1,1/14/2019,10:11,Credit card,34.81,7,1.7405
321-49-7382,B,Ismailia,Member,Male,Sports and travel,88.31,1,2/15/2019,17:38,Credit card,88.31,5.2,4.4155
322-02-2271,B,Ismailia,Normal,Female,Sports and travel,42.97,3,2/3/2019,11:46,Cash,128.91,9.3,6.4455
324-41-6833,C,Alexandria,Member,Female,Electronic accessories,30.2,8,3/3/2019,19:30,eWallet,241.6,5.1,12.08
324-92-3863,A,Cairo,Member,Male,Electronic accessories,20.89,2,2/5/2019,18:45,Cash,41.78,9.8,2.089
325-77-6186,A,Cairo,Member,Female,Home and lifestyle,90.65,10,3/8/2019,10:53,eWallet,906.5,7.3,45.325
325-89-4209,A,Cairo,Member,Male,Food and beverages,87.9,1,2/5/2019,19:42,eWallet,87.9,6.7,4.395
325-90-8763,C,Alexandria,Member,Female,Electronic accessories,46.57,10,1/27/2019,13:58,Cash,465.7,7.6,23.285
326-71-2155,C,Alexandria,Normal,Female,Sports and travel,73.95,4,2/3/2019,10:02,Cash,295.8,6.1,14.79
326-78-5178,C,Alexandria,Member,Male,Food and beverages,91.4,7,2/3/2019,10:19,Cash,639.8,9.5,31.99
327-40-9673,B,Ismailia,Member,Male,Sports and travel,72.6,6,1/13/2019,19:51,Cash,435.6,6.9,21.78
329-62-1586,A,Cairo,Normal,Male,Food and beverages,54.67,3,1/21/2019,18:00,Credit card,164.01,8.6,8.2005
333-23-2632,A,Cairo,Member,Male,Health and beauty,10.08,7,3/28/2019,20:14,Cash,70.56,4.2,3.528
333-73-7901,C,Alexandria,Normal,Female,Health and beauty,54.92,8,3/23/2019,13:24,eWallet,439.36,7.6,21.968
334-64-2006,A,Cairo,Member,Female,Home and lifestyle,70.32,2,3/24/2019,14:22,eWallet,140.64,9.6,7.032
336-78-2147,C,Alexandria,Member,Male,Home and lifestyle,63.91,8,3/13/2019,19:52,Credit card,511.28,4.6,25.564
338-65-2210,C,Alexandria,Member,Female,Health and beauty,68.6,10,2/5/2019,19:57,Cash,686,9.1,34.3
339-12-4827,B,Ismailia,Member,Female,Fashion accessories,73.96,1,1/5/2019,11:32,Credit card,73.96,5,3.698
339-18-7061,C,Alexandria,Member,Female,Fashion accessories,92.98,2,2/13/2019,15:06,Credit card,185.96,8,9.298
339-38-9982,B,Ismailia,Member,Male,Fashion accessories,59.86,2,1/13/2019,14:55,eWallet,119.72,6.7,5.986
339-96-8318,B,Ismailia,Member,Male,Fashion accessories,81.31,7,3/1/2019,19:49,eWallet,569.17,6.3,28.4585
340-21-9136,A,Cairo,Member,Female,Sports and travel,40.05,4,1/25/2019,11:40,Cash,160.2,9.7,8.01
340-66-0321,A,Cairo,Member,Male,Electronic accessories,36.36,4,3/25/2019,13:07,Cash,145.44,7.6,7.272
342-65-4817,C,Alexandria,Member,Male,Health and beauty,86.8,3,1/28/2019,16:47,eWallet,260.4,9.9,13.02
343-61-3544,B,Ismailia,Member,Male,Sports and travel,26.67,10,1/29/2019,11:48,Cash,266.7,8.6,13.335
343-75-9322,B,Ismailia,Member,Female,Sports and travel,11.85,8,1/9/2019,16:34,Cash,94.8,4.1,4.74
343-87-0864,C,Alexandria,Member,Male,Health and beauty,75.88,1,1/3/2019,10:30,Credit card,75.88,7.1,3.794
345-08-4992,A,Cairo,Normal,Male,Home and lifestyle,33.99,6,3/8/2019,15:37,Credit card,203.94,7.7,10.197
345-68-9016,C,Alexandria,Member,Female,Sports and travel,31.67,8,1/2/2019,16:19,Credit card,253.36,5.6,12.668
346-12-3257,B,Ismailia,Member,Male,Electronic accessories,19.24,9,3/4/2019,16:28,Cash,173.16,8,8.658
346-84-3103,B,Ismailia,Member,Female,Electronic accessories,13.22,5,3/2/2019,19:26,Cash,66.1,4.3,3.305
347-34-2234,B,Ismailia,Member,Female,Sports and travel,55.07,9,2/3/2019,13:40,eWallet,495.63,10,24.7815
347-56-2442,A,Cairo,Normal,Male,Home and lifestyle,65.82,1,2/22/2019,15:33,Cash,65.82,4.1,3.291
347-72-6115,B,Ismailia,Member,Female,Sports and travel,90.74,7,1/16/2019,18:03,Credit card,635.18,6.2,31.759
349-97-8902,B,Ismailia,Member,Male,Food and beverages,57.89,2,1/17/2019,10:37,eWallet,115.78,8.9,5.789
351-62-0822,B,Ismailia,Member,Female,Fashion accessories,14.48,4,2/6/2019,18:07,eWallet,57.92,4.5,2.896
354-25-5821,B,Ismailia,Member,Female,Sports and travel,69.12,6,2/8/2019,13:03,Cash,414.72,5.6,20.736
354-39-5160,A,Cairo,Member,Female,Home and lifestyle,34.42,6,2/18/2019,15:39,Cash,206.52,9.8,10.326
355-34-6244,B,Ismailia,Normal,Male,Food and beverages,72.39,2,1/13/2019,19:55,Credit card,144.78,8.1,7.239
355-53-5943,A,Cairo,Member,Female,Electronic accessories,68.84,6,2/25/2019,14:36,eWallet,413.04,5.8,20.652
356-44-8813,B,Ismailia,Normal,Male,Home and lifestyle,37.48,3,1/20/2019,13:45,Credit card,112.44,7.7,5.622
358-88-9262,C,Alexandria,Member,Female,Food and beverages,87.48,6,2/1/2019,18:43,eWallet,524.88,5.1,26.244
359-90-3665,B,Ismailia,Member,Female,Fashion accessories,18.08,4,1/14/2019,18:03,Credit card,72.32,9.5,3.616
359-94-5395,B,Ismailia,Normal,Male,Health and beauty,92.78,1,3/15/2019,10:50,Credit card,92.78,9.8,4.639
360-39-5055,C,Alexandria,Member,Male,Sports and travel,48.91,5,3/9/2019,10:17,Cash,244.55,6.6,12.2275
361-59-0574,B,Ismailia,Member,Male,Sports and travel,90.53,8,3/15/2019,14:48,Credit card,724.24,6.5,36.212
361-85-2571,A,Cairo,Normal,Female,Sports and travel,89.48,5,3/30/2019,10:18,Cash,447.4,7.4,22.37
362-58-8315,C,Alexandria,Normal,Male,Fashion accessories,76.52,5,3/25/2019,10:23,Cash,382.6,9.9,19.13
364-33-8584,B,Ismailia,Member,Female,Food and beverages,17.63,5,3/8/2019,15:27,Cash,88.15,8.5,4.4075
364-34-2972,C,Alexandria,Member,Male,Electronic accessories,96.82,3,3/30/2019,20:37,Cash,290.46,6.7,14.523
365-16-4334,B,Ismailia,Normal,Female,Food and beverages,26.43,8,2/24/2019,14:26,eWallet,211.44,8.9,10.572
365-64-0515,A,Cairo,Normal,Female,Electronic accessories,46.95,5,2/12/2019,10:25,eWallet,234.75,7.1,11.7375
366-43-6862,B,Ismailia,Normal,Male,Electronic accessories,52.89,4,3/25/2019,16:32,eWallet,211.56,6.7,10.578
366-93-0948,A,Cairo,Member,Male,Electronic accessories,66.35,1,1/31/2019,10:46,Credit card,66.35,9.7,3.3175
369-82-2676,B,Ismailia,Normal,Male,Electronic accessories,75.66,5,1/15/2019,18:22,eWallet,378.3,7.8,18.915
370-41-7321,B,Ismailia,Member,Male,Health and beauty,56.69,9,2/27/2019,17:24,Credit card,510.21,8.4,25.5105
370-96-0655,C,Alexandria,Normal,Female,Fashion accessories,49.32,6,1/9/2019,13:46,eWallet,295.92,7.1,14.796
371-85-5789,B,Ismailia,Normal,Male,Health and beauty,87.98,3,3/5/2019,10:40,eWallet,263.94,5.1,13.197
372-26-1506,C,Alexandria,Normal,Female,Fashion accessories,23.82,5,1/28/2019,19:24,eWallet,119.1,5.4,5.955
372-62-5264,C,Alexandria,Normal,Female,Food and beverages,52.6,9,1/16/2019,14:42,Cash,473.4,7.6,23.67
372-94-8041,A,Cairo,Normal,Male,Health and beauty,15.26,6,2/15/2019,18:03,eWallet,91.56,9.8,4.578
373-09-4567,C,Alexandria,Normal,Male,Food and beverages,77.56,10,3/14/2019,20:35,eWallet,775.6,6.9,38.78
373-14-0504,A,Cairo,Member,Female,Sports and travel,71.63,2,2/12/2019,14:33,eWallet,143.26,8.8,7.163
373-73-7910,A,Cairo,Normal,Male,Sports and travel,86.31,7,2/8/2019,10:37,eWallet,604.17,5.3,30.2085
373-88-1424,C,Alexandria,Member,Male,Home and lifestyle,35.81,5,2/6/2019,18:44,eWallet,179.05,7.9,8.9525
374-17-3652,B,Ismailia,Member,Female,Food and beverages,42.82,9,2/5/2019,15:26,Credit card,385.38,8.9,19.269
374-38-5555,B,Ismailia,Normal,Female,Fashion accessories,63.71,5,2/7/2019,19:30,eWallet,318.55,8.5,15.9275
375-72-3056,B,Ismailia,Normal,Male,Sports and travel,63.06,3,1/19/2019,15:58,eWallet,189.18,7,9.459
376-02-8238,B,Ismailia,Normal,Male,Home and lifestyle,93.87,8,2/2/2019,18:42,Credit card,750.96,8.3,37.548
376-56-3573,C,Alexandria,Normal,Female,Fashion accessories,95.42,4,2/2/2019,13:23,eWallet,381.68,6.4,19.084
377-79-7592,C,Alexandria,Member,Female,Electronic accessories,44.84,9,1/14/2019,14:00,Credit card,403.56,7.5,20.178
378-07-7001,B,Ismailia,Member,Male,Electronic accessories,48.09,3,2/10/2019,18:23,Credit card,144.27,7.8,7.2135
378-24-2715,B,Ismailia,Normal,Male,Home and lifestyle,53.44,2,1/20/2019,20:38,eWallet,106.88,4.1,5.344
379-17-6588,C,Alexandria,Normal,Male,Fashion accessories,59.61,10,3/14/2019,11:07,Cash,596.1,5.3,29.805
380-60-5336,A,Cairo,Normal,Female,Electronic accessories,40.26,10,2/24/2019,18:06,Credit card,402.6,5,20.13
380-94-4661,C,Alexandria,Member,Male,Electronic accessories,65.94,4,2/7/2019,13:05,Credit card,263.76,6.9,13.188
381-20-0914,A,Cairo,Member,Female,Fashion accessories,20.01,9,1/12/2019,15:48,Credit card,180.09,5.7,9.0045
382-03-4532,A,Cairo,Member,Female,Health and beauty,18.33,1,2/2/2019,18:50,Cash,18.33,4.3,0.9165
382-25-8917,C,Alexandria,Normal,Male,Fashion accessories,42.08,6,1/29/2019,12:25,Cash,252.48,8.9,12.624
384-59-6655,A,Cairo,Member,Female,Food and beverages,98.66,9,2/19/2019,15:07,Cash,887.94,8.4,44.397
386-27-7606,C,Alexandria,Member,Female,Home and lifestyle,81.2,7,3/23/2019,15:59,Credit card,568.4,8.1,28.42
387-49-4215,B,Ismailia,Member,Female,Sports and travel,48.5,3,1/8/2019,12:50,Cash,145.5,6.7,7.275
388-76-2555,B,Ismailia,Normal,Male,Sports and travel,13.69,6,2/13/2019,13:59,Cash,82.14,6.3,4.107
389-25-3394,C,Alexandria,Normal,Male,Electronic accessories,11.81,5,2/17/2019,18:06,Cash,59.05,9.4,2.9525
389-70-2397,C,Alexandria,Normal,Female,Health and beauty,83.66,5,2/21/2019,10:26,Cash,418.3,7.2,20.915
390-17-5806,C,Alexandria,Member,Female,Food and beverages,38.42,1,2/2/2019,16:33,Cash,38.42,8.6,1.921
390-31-6381,C,Alexandria,Normal,Male,Food and beverages,27.22,3,1/7/2019,12:37,Cash,81.66,7.3,4.083
390-80-5128,B,Ismailia,Member,Female,Health and beauty,19.15,1,1/28/2019,17:58,Credit card,19.15,9.5,0.9575
393-65-2792,C,Alexandria,Normal,Male,Food and beverages,89.48,10,1/6/2019,12:46,Credit card,894.8,9.6,44.74
394-30-3170,B,Ismailia,Member,Female,Sports and travel,88.43,8,3/22/2019,19:35,Credit card,707.44,4.3,35.372
394-41-0748,C,Alexandria,Member,Female,Fashion accessories,54.07,9,1/27/2019,14:55,eWallet,486.63,9.5,24.3315
394-43-4238,B,Ismailia,Member,Male,Home and lifestyle,17.77,5,2/15/2019,12:42,Credit card,88.85,5.4,4.4425
394-55-6384,C,Alexandria,Member,Female,Sports and travel,70.19,9,1/25/2019,13:38,Cash,631.71,6.7,31.5855
396-90-2219,B,Ismailia,Normal,Female,Electronic accessories,14.96,8,2/23/2019,12:29,Cash,119.68,8.6,5.984
397-25-8725,A,Cairo,Member,Female,Health and beauty,39.62,9,1/13/2019,17:54,Credit card,356.58,6.8,17.829
399-46-5918,C,Alexandria,Normal,Female,Electronic accessories,85.98,8,2/28/2019,19:01,Cash,687.84,8.2,34.392
399-69-4630,C,Alexandria,Normal,Male,Electronic accessories,22.21,6,3/7/2019,10:23,Credit card,133.26,8.6,6.663
400-45-1220,B,Ismailia,Normal,Female,Health and beauty,13.5,10,2/27/2019,11:06,Credit card,135,4.8,6.75
400-60-7251,A,Cairo,Normal,Male,Home and lifestyle,74.07,1,2/10/2019,12:50,eWallet,74.07,9.9,3.7035
400-80-4065,C,Alexandria,Member,Male,Health and beauty,68.55,4,2/15/2019,20:21,Credit card,274.2,9.2,13.71
400-89-4171,C,Alexandria,Normal,Female,Sports and travel,80.97,8,1/28/2019,13:05,Cash,647.76,9.3,32.388
401-09-4232,C,Alexandria,Member,Male,Home and lifestyle,86.69,5,2/11/2019,18:38,eWallet,433.45,9.4,21.6725
401-18-8016,B,Ismailia,Member,Female,Sports and travel,98.13,1,1/21/2019,17:36,Cash,98.13,8.9,4.9065
404-91-5964,A,Cairo,Normal,Male,Electronic accessories,74.58,7,2/4/2019,16:09,Credit card,522.06,9,26.103
405-31-3305,A,Cairo,Member,Male,Fashion accessories,43.13,10,2/2/2019,18:31,Credit card,431.3,5.5,21.565
406-46-7107,A,Cairo,Normal,Female,Home and lifestyle,96.52,6,1/11/2019,11:52,Cash,579.12,4.5,28.956
407-63-8975,A,Cairo,Normal,Male,Food and beverages,73.88,6,3/23/2019,19:16,eWallet,443.28,4.4,22.164
408-26-9866,C,Alexandria,Normal,Female,Sports and travel,73.98,7,3/2/2019,16:42,eWallet,517.86,4.1,25.893
408-66-6712,C,Alexandria,Member,Female,Health and beauty,47.71,6,2/16/2019,14:19,eWallet,286.26,4.4,14.313
409-33-9708,A,Cairo,Normal,Female,Fashion accessories,98.48,2,2/19/2019,10:12,eWallet,196.96,9.2,9.848
409-49-6995,C,Alexandria,Member,Female,Food and beverages,47.27,6,2/5/2019,10:17,Cash,283.62,8.8,14.181
410-67-1709,A,Cairo,Member,Female,Fashion accessories,63.88,8,1/20/2019,17:48,eWallet,511.04,9.9,25.552
411-77-0180,A,Cairo,Member,Male,Electronic accessories,72.2,7,3/26/2019,20:14,eWallet,505.4,4.3,25.27
413-20-6708,C,Alexandria,Member,Female,Fashion accessories,51.47,1,3/18/2019,15:52,eWallet,51.47,8.5,2.5735
414-12-7047,B,Ismailia,Normal,Male,Food and beverages,19.79,8,1/18/2019,12:04,eWallet,158.32,8.7,7.916
416-13-5917,C,Alexandria,Normal,Female,Food and beverages,97.03,5,1/30/2019,16:24,eWallet,485.15,9.3,24.2575
416-17-9926,A,Cairo,Member,Female,Electronic accessories,74.22,10,1/1/2019,14:42,Credit card,742.2,4.3,37.11
418-02-5978,B,Ismailia,Normal,Female,Health and beauty,84.09,9,2/11/2019,10:54,Cash,756.81,8,37.8405
418-05-0656,B,Ismailia,Normal,Female,Fashion accessories,25.56,7,2/2/2019,20:42,Cash,178.92,7.1,8.946
420-04-7590,B,Ismailia,Normal,Male,Home and lifestyle,99.7,3,3/18/2019,11:29,eWallet,299.1,4.7,14.955
420-11-4919,C,Alexandria,Member,Female,Food and beverages,71.39,5,2/17/2019,19:57,Credit card,356.95,5.5,17.8475
420-18-8989,A,Cairo,Member,Female,Sports and travel,51.52,8,2/2/2019,15:47,Cash,412.16,9.6,20.608
420-97-3340,A,Cairo,Normal,Female,Food and beverages,71.68,3,3/28/2019,15:30,Credit card,215.04,9.2,10.752
421-95-9805,A,Cairo,Normal,Female,Electronic accessories,28.96,1,2/7/2019,10:18,Credit card,28.96,6.2,1.448
422-29-8786,A,Cairo,Normal,Female,Home and lifestyle,67.09,5,1/3/2019,16:47,Credit card,335.45,9.1,16.7725
423-57-2993,B,Ismailia,Normal,Male,Sports and travel,93.39,6,3/27/2019,19:18,eWallet,560.34,10,28.017
423-64-4619,A,Cairo,Member,Female,Health and beauty,15.55,9,3/7/2019,13:12,Cash,139.95,5,6.9975
423-80-0988,C,Alexandria,Normal,Male,Sports and travel,76.4,2,1/30/2019,19:42,eWallet,152.8,6.5,7.64
425-85-2085,B,Ismailia,Member,Male,Health and beauty,54.86,5,3/29/2019,16:48,eWallet,274.3,9.8,13.715
426-39-2418,C,Alexandria,Normal,Male,Electronic accessories,61.41,7,1/14/2019,10:02,Cash,429.87,9.8,21.4935
427-45-9297,B,Ismailia,Member,Female,Home and lifestyle,40.73,7,3/12/2019,11:01,eWallet,285.11,5.4,14.2555
428-83-5800,C,Alexandria,Member,Female,Food and beverages,21.08,3,2/9/2019,10:25,Cash,63.24,7.3,3.162
430-02-3888,B,Ismailia,Normal,Male,Electronic accessories,46.02,6,2/7/2019,15:55,Cash,276.12,7.1,13.806
430-53-4718,B,Ismailia,Member,Male,Health and beauty,75.37,8,1/28/2019,15:46,Credit card,602.96,8.4,30.148
430-60-3493,A,Cairo,Member,Female,Home and lifestyle,94.88,7,2/3/2019,14:38,Cash,664.16,4.2,33.208
431-66-2305,B,Ismailia,Normal,Female,Electronic accessories,88.25,9,2/15/2019,20:51,Credit card,794.25,7.6,39.7125
433-08-7822,C,Alexandria,Normal,Female,Health and beauty,78.89,7,1/5/2019,19:48,eWallet,552.23,7.5,27.6115
433-75-6987,B,Ismailia,Member,Female,Health and beauty,55.97,7,3/5/2019,19:06,eWallet,391.79,8.9,19.5895
434-35-9162,B,Ismailia,Member,Male,Food and beverages,23.34,4,2/4/2019,18:53,eWallet,93.36,7.4,4.668
434-83-9547,C,Alexandria,Member,Male,Food and beverages,38.47,8,1/23/2019,11:51,Cash,307.76,7.7,15.388
435-13-4908,A,Cairo,Member,Male,Fashion accessories,86.68,8,1/24/2019,18:04,Credit card,693.44,7.2,34.672
436-54-4512,A,Cairo,Member,Female,Food and beverages,91.61,1,3/20/2019,19:44,Cash,91.61,9.8,4.5805
437-53-3084,B,Ismailia,Normal,Male,Fashion accessories,99.89,2,2/26/2019,11:48,eWallet,199.78,7.1,9.989
437-58-8131,B,Ismailia,Normal,Female,Fashion accessories,73.52,2,1/15/2019,13:41,eWallet,147.04,4.6,7.352
438-01-4015,B,Ismailia,Member,Female,Sports and travel,49.49,4,3/21/2019,15:25,eWallet,197.96,6.6,9.898
438-23-1242,B,Ismailia,Normal,Male,Electronic accessories,75.88,7,1/24/2019,10:38,eWallet,531.16,8.9,26.558
439-54-7422,A,Cairo,Normal,Female,Electronic accessories,51.19,4,3/18/2019,17:15,Credit card,204.76,4.7,10.238
440-59-5691,C,Alexandria,Member,Female,Health and beauty,37.15,7,2/8/2019,13:12,Credit card,260.05,7.7,13.0025
441-94-7118,A,Cairo,Member,Male,Electronic accessories,71.95,1,2/4/2019,12:14,Cash,71.95,7.3,3.5975
442-44-6497,C,Alexandria,Member,Male,Home and lifestyle,55.57,3,1/8/2019,11:42,Credit card,166.71,5.9,8.3355
442-48-3607,A,Cairo,Member,Male,Food and beverages,23.48,2,3/14/2019,11:21,Credit card,46.96,7.9,2.348
443-59-0061,A,Cairo,Member,Male,Food and beverages,67.45,10,2/3/2019,11:25,eWallet,674.5,4.2,33.725
443-60-9639,C,Alexandria,Member,Female,Home and lifestyle,60.87,1,1/24/2019,13:24,Cash,60.87,5.5,3.0435
443-82-0585,A,Cairo,Member,Female,Health and beauty,77.68,4,2/1/2019,19:54,Cash,310.72,8.4,15.536
445-30-9252,A,Cairo,Normal,Male,Sports and travel,25.7,3,1/17/2019,17:59,eWallet,77.1,6.1,3.855
446-47-6729,C,Alexandria,Normal,Male,Fashion accessories,99.82,2,1/2/2019,18:09,Credit card,199.64,6.7,9.982
447-15-7839,A,Cairo,Member,Female,Sports and travel,22.24,10,2/9/2019,11:00,Cash,222.4,4.2,11.12
448-34-8700,B,Ismailia,Member,Male,Home and lifestyle,36.91,7,2/10/2019,13:51,eWallet,258.37,6.7,12.9185
448-61-3783,A,Cairo,Normal,Female,Electronic accessories,90.02,8,3/21/2019,16:08,Credit card,720.16,4.5,36.008
448-81-5016,A,Cairo,Normal,Male,Health and beauty,59.77,2,3/11/2019,12:01,Credit card,119.54,5.8,5.977
449-16-6770,A,Cairo,Normal,Male,Health and beauty,50.79,5,2/19/2019,14:53,Credit card,253.95,5.3,12.6975
449-27-2918,B,Ismailia,Member,Female,Sports and travel,39.12,1,3/26/2019,11:02,Credit card,39.12,9.6,1.956
450-28-2866,C,Alexandria,Member,Male,Food and beverages,17.44,5,1/15/2019,19:25,Cash,87.2,8.1,4.36
450-42-3339,C,Alexandria,Normal,Male,Health and beauty,84.61,10,2/9/2019,18:58,Credit card,846.1,8.8,42.305
451-28-5717,C,Alexandria,Member,Female,Home and lifestyle,83.17,6,3/20/2019,11:23,Cash,499.02,7.3,24.951
451-73-2711,C,Alexandria,Normal,Male,Food and beverages,84.83,1,1/14/2019,15:20,eWallet,84.83,8.8,4.2415
452-04-8808,B,Ismailia,Normal,Male,Electronic accessories,87.08,7,1/26/2019,15:17,Cash,609.56,5.5,30.478
453-12-7053,C,Alexandria,Normal,Male,Fashion accessories,45.74,3,3/10/2019,17:38,Credit card,137.22,6.5,6.861
453-33-6436,A,Cairo,Normal,Female,Home and lifestyle,93.12,8,2/7/2019,10:09,Cash,744.96,6.8,37.248
